run_name,is_baseline,workspace,level,problem_id,finished,workspace_count,finished_workspace_count,chat_turn_count_run,prompt_tokens_run,completion_tokens_run,total_tokens_run,phase_call_counts_json,action_mix_json,action_selector_parse_errors,metrics_rows_run,compiled_count_run,compiled_rate_run,correct_count_run,correct_rate_run,is_hack_count_run,is_hack_rate_run,error_categories_json,evolving_report_calls,evolving_report_tokens,evolving_report_output_characters,l0_final_mean,l1_entry_count,l1_active_count,refinement_entry_count,deletion_event_count,merge_event_count,merge_accepted_count,merge_acceptance_rate,problem_chat_turn_count,problem_metrics_rows,problem_l0_final_count,final_iteration,final_compiled,final_correct,final_is_hack,final_speedup,final_runtime,final_ref_runtime,final_error_category,final_error_excerpt,best_iteration,best_compiled,best_correct,best_is_hack,best_speedup,best_runtime,matched_to_baseline,baseline_best_correct,baseline_best_is_hack,baseline_valid_speedup,correctness_change,speedup_delta,speedup_relative_change,run_warning_count
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_100,1,100,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,120,30,30,30,True,True,False,6.626323752,6.61,43.8,,,25,True,True,False,7.670196672,6.61,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_22,1,22,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,130,30,30,30,True,True,False,0.408602151,46.5,19.0,,,23,True,True,True,0.481561822,46.1,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_26,1,26,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,0.945544554,20.2,19.1,,,7,True,True,False,1.103960396,20.2,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_33,1,33,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,0.970149254,20.1,19.5,,,19,True,True,False,1.165,20.0,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_34,1,34,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,129,30,30,30,True,True,False,0.94084507,35.5,33.4,,,2,True,True,False,1.122857143,35.0,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_50,1,50,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,132,30,30,30,True,False,False,0.0,,4.77,output_mismatch,Output mismatch,6,True,True,False,0.135218509,38.9,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_54,1,54,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,0.42,15.5,6.51,,,30,True,True,True,0.363870968,15.5,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_55,1,55,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,130,30,30,30,True,True,False,0.006938776,1960.0,13.6,,,28,True,True,False,0.279773157,52.9,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_56,1,56,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,129,30,30,30,True,False,False,0.0,,13.3,output_mismatch,Output mismatch,,False,False,True,0.0,,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_1_problem_58,1,58,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,130,30,30,30,True,True,False,0.118518519,135.0,16.0,,,26,True,True,True,0.191562144,87.7,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_10,2,10,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,1.038860104,38.6,40.1,,,21,True,True,True,1.316091954,34.8,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_11,2,11,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,131,30,30,30,True,False,False,0.0,,9.58,output_mismatch,Output mismatch,,False,False,True,0.0,,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_13,2,13,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,1.017910448,33.5,34.1,,,11,True,True,False,1.134328358,33.5,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_19,2,19,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,129,30,30,30,True,True,False,1.100686499,43.7,48.1,,,27,True,True,False,1.275229358,43.6,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_3,2,3,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,126,30,30,30,True,True,False,1.178082192,21.9,25.8,,,23,True,True,False,1.30733945,21.8,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_32,2,32,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,1.286363636,22.0,28.3,,,22,True,True,False,1.463636364,22.0,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_37,2,37,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,126,30,30,30,True,True,False,1.4375,16.0,23.0,,,26,True,True,False,1.578616352,15.9,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_41,2,41,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,124,30,30,30,True,True,False,1.38961039,23.1,32.1,,,25,True,True,True,1.502183406,22.9,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_42,2,42,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,128,30,30,30,True,True,False,1.010309278,29.1,29.4,,,12,True,True,False,1.162068966,29.0,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_51,2,51,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,1.077464789,14.2,15.3,,,17,True,True,False,1.154929577,14.2,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_56,2,56,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,130,30,30,30,True,True,False,1.018292683,16.4,16.7,,,5,True,True,False,1.1,16.0,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_72,2,72,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,125,30,30,30,True,True,False,1.027355623,32.9,33.8,,,29,True,True,False,1.198170732,32.8,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_90,2,90,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,129,30,30,30,True,False,False,0.0,,39.5,output_mismatch,Output mismatch,1,True,True,False,1.819672131,24.4,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_94,2,94,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,128,30,30,30,True,True,False,1.145802651,6.79,7.78,,,10,True,True,True,1.244047619,6.72,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_2_problem_97,2,97,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,128,30,30,30,True,False,False,0.0,,7.72,output_mismatch,Output mismatch,16,True,True,False,1.218475073,6.82,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_3_problem_10,3,10,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,0.903703704,13.5,12.2,,,9,True,True,False,1.678571429,11.2,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_3_problem_16,3,16,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,127,30,30,30,True,True,False,1.005747126,17.4,17.5,,,9,True,True,False,1.368421053,17.1,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_3_problem_17,3,17,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,129,30,30,30,True,True,False,1.225888325,39.4,48.3,,,19,True,True,False,1.459183673,39.2,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_3_problem_19,3,19,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,128,30,30,30,True,True,False,0.886597938,2.91,2.58,,,27,True,True,False,1.581395349,2.58,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_3_problem_2,3,2,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,129,30,30,30,True,True,False,1.003003003,33.3,33.4,,,6,True,True,True,1.092592593,32.4,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_3_problem_20,3,20,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,126,30,30,30,True,True,False,0.605519481,6.16,3.73,,,14,True,True,False,1.648261759,4.89,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_3_problem_22,3,22,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,126,30,30,30,True,True,False,0.401015228,7.88,3.16,,,27,True,True,True,1.591022444,4.01,False,,,,,,,9
base_agent_markov_report_itr30_2026_07_21_17_11,False,level_3_problem_24,3,24,True,50,50,6369,48987285,6771873,55759158,"{""action_selector"":1500,""coder"":1500,""evolving_report"":1500,""extractor"":1494,""summarizer"":375}","{""debug_current"":499,""propose_new"":375,""refine_current"":626}",0,1500,1269,0.846,938,0.625333,20,0.013333,"{""compilation_error"":98,""cuda_runtime_error"":29,""load_or_link_error"":22,""other"":53,""out_of_memory"":2,""output_mismatch"":295,""runtime_error"":2,""shape_or_dtype_error"":20,""timeout"":10}",1500,7270753,3953265,30.0,375,375,0,0,0,0,,128,30,30,30,False,False,False,0.0,,1.53,timeout,evaluation timeout after 300.0s,19,True,True,False,1.790575916,1.91,False,,,,,,,9
